"","satisfacao","ultima_avaliacao","volume_projetos","media_horas_mensais","tempo_cia","acidente_trabalho","saiu","promocao_ultimos_5_anos","comercial","salario"
"6214",0.9,"0.8",4,"240",3,0,0,0,"RH","mediano"
"6215",0.64,"0.59",3,"200",2,1,0,0,"RH","mediano"
"6216",0.55,"0.98",2," ",NA,0,0,0,"RH","mediano"
"6217",0.56,"0.59",5,"209",2,1,0,0,"RH","alto"
"6218",0.8,"0.55",3,"206",2,0,0,0,"area tecnica","baixo"
"6219",0.65,"0.76",3,"111",5,0,0,0,"area tecnica","mediano"
"6220",0.75,"0.78",3,"241",3,0,0,0,"area tecnica","mediano"
"6221",0.69,"0.79",3,"207",3,0,0,0,"area tecnica","mediano"
"6222",0.91,"0.76",3,"197",3,0,0,0,"area tecnica","mediano"
"6223",0.78,"0.63",5,"200",2,0,0,0,"area tecnica","baixo"
"6224",0.71,"0.68",4,"242",4,0,0,0,"area tecnica","baixo"
"6225",0.79,"0.96",4,"180",3,0,0,0,"area tecnica","baixo"
"6226",0.86,"0.72",4,"173",3,0,0,0,"area tecnica","baixo"
"6227",0.87,"0.82",3,"224",3,0,0,0,"area tecnica","baixo"
"6228",NA,"0.99",2,"183",2,0,0,0,"area tecnica","baixo"
"6229",0.76,"0.8",4,"226",5,0,0,0,"suporte","baixo"
"6230",0.74,"0.66",3,"257",3,0,0,0,"suporte","baixo"
"6231",0.56,"0.81",3,"165",4,0,0,0,"suporte","baixo"
"6232",0.54,"0.91",3,"142",2,0,0,0,"suporte","baixo"
"6233",0.84,"0.79",4,"258",4,0,0,0,"suporte","baixo"
"6234",0.55,"0.69",5,"193",2,0,0,0,"suporte","baixo"
"6235",NA,"0.51",3,"176",2,0,0,0,"suporte","baixo"
"6236",0.79,"0.88",4,"188",3,0,0,0,"suporte","baixo"
"6237",0.21,"0.38",3,"275",5,0,0,0,"suporte","baixo"
"6238",0.57,"0.58",3,"132",3,0,0,0,"suporte","baixo"
"6239",0.89,"0.95",3,"246",4,0,0,0,"suporte","baixo"
"6240",0.72,"0.98",3,"181",4,0,0,0,"area tecnica","baixo"
"6241",0.56,"0.58",5,"266",3,0,0,0,"area tecnica","baixo"
"6242",0.84,"0.68",4,"151",2,0,0,0,"area tecnica","baixo"
"6243",0.94,"0.76",3,"257",4,1,0,0,"gerencia","baixo"
"6244",0.29,"0.88",6,"183",4,0,0,0,"TI","mediano"
"6245",0.54,"0.93",3,"124",5,0,0,0,"TI","mediano"
"6246",0.93,"0.73",4,"153",2,1,0,0,"TI","mediano"
"6247",0.8,"0.68",4,"199",2,0,0,0,"TI","mediano"
"6248",1,"0.73",5," ",4,0,0,0,"TI","mediano"
"6249",0.89,"0.56",4,"159",3,0,0,0,"produtos","mediano"
"6250",0.6,"0.78",6,"211",4,1,0,0,"produtos","mediano"
"6251",0.49,"0.94",5,"136",3,0,0,0,"produtos","mediano"
"6252",0.65,"0.75",4,"153",2,0,0,0,"produtos","mediano"
"6253",0.6,"0.71",5,"263",2,1,0,0,"TI","mediano"
"6254",0.51,"1",3,"168",3,1,0,0,"P&D","mediano"
"6255",0.74,"0.89",4,"234",NA,1,0,0,"P&D","mediano"
"6256",0.57,"0.42",4,"154",NA,0,0,0,"P&D","alto"
"6257",0.82,"0.84",5,"173",2,0,0,0,"P&D","baixo"
"6258",0.19,"0.63",5,"206",6,0,0,0,"P&D","mediano"
"6259",0.5,"0.64",4,"208",2,0,0,0,"marketing","mediano"
"6260",0.91,"0.68",4,"178",3,1,0,0,"comercial","mediano"
"6261",0.19,"0.86",4,"198",6,0,0,0,"contabilidade","mediano"
"6262",0.94,"0.84",4,"220",3,0,0,0,"suporte","baixo"
"6263",0.88,"0.67",4,"226",2,0,0,0,"area tecnica","baixo"
"6264",0.9,"0.87",4,"231",5,0,0,0,"gerencia","baixo"
"6265",0.49,"0.96",2,"206",2,0,0,0,"marketing","baixo"
"6266",0.99,"0.55",4,"179",4,0,0,0,"marketing","baixo"
"6267",0.72,"0.81",4,"200",NA,0,0,0,"marketing","baixo"
"6268",0.66,"0.69",5,"202",NA,0,0,0,"comercial","baixo"
"6269",0.96,"0.51",4,"237",3,0,0,0,"comercial","baixo"
"6270",0.49,"0.69",4," ",3,0,0,0,"comercial","baixo"
"6271",0.73,"0.49",3,"168",2,1,0,0,"comercial","baixo"
"6272",0.48,"0.98",5,"132",4,0,0,0,"comercial","baixo"
"6273",0.57,"0.78",3,"162",2,0,0,0,"comercial","baixo"
"6274",0.63,"0.82",3,"269",3,0,0,0,"comercial","baixo"
"6275",0.46,"0.87",5,"254",5,1,0,0,"comercial","baixo"
"6276",NA,"0.5",3,"261",2,0,0,0,"comercial","baixo"
"6277",0.56,"0.73",4,"148",3,0,0,0,"comercial","baixo"
"6278",0.97,"0.75",5,"228",4,0,0,0,"comercial","baixo"
"6279",0.69,"0.68",3,"138",3,0,0,0,"comercial","baixo"
"6280",0.23,"0.97",4,"200",3,0,0,0,"comercial","baixo"
"6281",0.77,"0.48",4,"258",4,1,0,0,"comercial","baixo"
"6282",0.76,"0.57",4,"266",3,0,0,0,"comercial","baixo"
"6283",0.98,"0.66",3,"204",2,0,0,0,"comercial","mediano"
"6284",0.92,"0.77",3,"236",3,0,0,0,"comercial","mediano"
"6285",0.63,"0.67",4,"149",3,1,0,0,"comercial","mediano"
"6286",0.91,"0.69",5,"240",3,0,0,0,"comercial","mediano"
"6287",0.4,"0.67",3,"115",3,0,0,0,"contabilidade","mediano"
"6288",0.82,"0.62",4,"267",3,1,0,0,"contabilidade","mediano"
"6289",0.81,"0.88",4,"149",3,0,0,0,"contabilidade","mediano"
"6290",0.61,"0.69",3,"224",3,0,0,0,"RH","mediano"
"6291",0.3,"0.57",2,"158",2,0,0,0,"RH","mediano"
"6292",NA,"0.72",2,"107",3,0,0,0,"RH","mediano"
"6293",0.2,"0.56",3,"217",5,0,0,0,"RH","mediano"
"6294",0.75,"0.56",2,"212",2,0,0,0,"area tecnica","mediano"
"6295",0.59,"0.79",3,"270",3,0,0,0,"area tecnica","alto"
"6296",0.63,"0.53",4,"243",2,0,0,0,"area tecnica","baixo"
"6297",0.77,"0.68",5,"162",4,1,0,0,"area tecnica","mediano"
"6298",0.82,"0.6",5,"232",2,0,0,0,"area tecnica","mediano"
"6299",0.6,"0.85",5,"187",4,0,0,0,"area tecnica","mediano"
"6300",0.83,"0.72",3,"259",2,0,0,0,"area tecnica","mediano"
"6301",0.67,"0.6",4,"209",2,0,0,0,"area tecnica","baixo"
"6302",0.84,"0.56",5,"97",6,0,0,0,"area tecnica","baixo"
"6303",0.68,"0.79",5,"139",4,0,0,0,"area tecnica","baixo"
"6304",0.74,"0.92",4,"258",3,1,0,0,"area tecnica","baixo"
"6305",0.63,"0.64",3,"208",2,1,0,0,"suporte","baixo"
"6306",0.88,"0.9",2,"233",3,0,0,0,"suporte","baixo"
"6307",1,"0.81",3,"168",4,0,0,0,"suporte","baixo"
"6308",0.7,"0.87",4,"252",2,1,0,0,"suporte","baixo"
"6309",0.5,"0.71",5,"171",4,0,0,0,"suporte","baixo"
"6310",0.94,"0.66",5,"219",3,0,0,0,"suporte","baixo"
"6311",NA,"0.54",3,"213",4,0,0,0,"suporte","baixo"
"6312",0.8,"0.88",5,"199",4,0,0,0,"suporte","baixo"
"6313",0.7,"0.88",4,"245",2,0,0,0,"suporte","baixo"
"6314",0.24,"0.73",4,"273",5,0,0,0,"suporte","baixo"
"6315",0.98,"1",4,"202",3,0,0,0,"suporte","baixo"
"6316",0.76,"0.65",4,"240",3,0,0,0,"area tecnica","baixo"
"6317",0.78,"0.5",4,"155",4,0,0,0,"area tecnica","baixo"
"6318",0.42,"0.91",3,"209",2,0,0,0,"area tecnica","baixo"
"6319",0.83,"0.64",4,"210",3,0,0,0,"gerencia","mediano"
"6320",0.98,"0.81",4,"266",6,0,0,0,"TI","mediano"
"6321",0.64,"0.81",2,"226",2,0,0,0,"TI","mediano"
"6322",0.67,"0.75",4,"133",2,0,0,0,"TI","mediano"
"6323",0.26,"0.39",3,"99",4,0,0,0,"TI","mediano"
"6324",0.97,"0.64",3,"237",3,0,0,0,"TI","mediano"
"6325",0.48,"0.6",4,"230",3,0,0,0,"produtos","mediano"
"6326",0.84,"0.55",4,"149",2,0,0,0,"produtos","mediano"
"6327",0.71,"0.74",4,"206",4,0,0,0,"produtos","mediano"
"6328",1,"0.84",3,"185",3,0,0,0,"produtos","mediano"
"6329",0.6,"0.76",5,"269",2,0,0,0,"TI","mediano"
"6330",0.95,"0.37",6,"233",5,0,0,0,"P&D","mediano"
"6331",0.56,"0.56",3,"162",2,0,0,0,"P&D","alto"
"6332",0.75,"0.49",2,"173",3,1,0,0,"P&D","baixo"
"6333",0.98,"0.53",6,"253",4,0,0,0,"P&D","mediano"
"6334",0.7,"0.72",5,"134",3,0,0,0,"P&D","mediano"
"6335",0.65,"0.92",4,"133",3,0,0,0,"marketing","mediano"
"6336",0.8,"0.81",5,"143",NA,0,0,0,"comercial","mediano"
"6337",0.49,"0.78",3,"264",4,0,0,0,"contabilidade","baixo"
"6338",0.32,"0.73",3,"180",6,0,0,0,"suporte","baixo"
"6339",0.88,"0.54",3,"235",2,1,0,0,"area tecnica","baixo"
"6340",0.8,"0.97",4,"232",2,0,0,0,"gerencia","baixo"
"6341",0.73,"0.74",4,"181",4,0,0,0,"marketing","baixo"
"6342",0.72,"0.58",3,"198",2,0,0,0,"marketing","baixo"
"6343",0.58,"0.78",5,"211",3,1,0,0,"marketing","baixo"
"6344",0.66,"0.96",4,"216",3,0,0,0,"comercial","baixo"
"6345",0.63,"0.79",3,"197",NA,1,0,0,"comercial","baixo"
"6346",0.69,"0.56",2," ",2,0,0,0,"comercial","baixo"
"6347",0.49,"0.59",3,"185",NA,0,0,0,"comercial","baixo"
"6348",0.6,"0.45",3,"173",2,0,0,0,"comercial","baixo"
"6349",0.5,"0.63",4,"229",4,0,0,0,"comercial","baixo"
"6350",0.34,"0.81",4,"116",3,1,0,0,"comercial","baixo"
"6351",0.79,"0.6",5," ",3,0,0,0,"comercial","baixo"
"6352",0.98,"0.68",4,"154",3,0,0,0,"comercial","baixo"
"6353",0.96,"0.97",5,"240",2,0,0,0,"comercial","baixo"
"6354",0.88,"0.89",3,"139",2,0,0,0,"comercial","baixo"
"6355",NA,"0.61",2,"275",2,0,0,0,"comercial","baixo"
"6356",0.62,"0.73",3,"158",3,1,0,0,"comercial","baixo"
"6357",0.4,"0.72",3,"204",4,1,0,0,"comercial","baixo"
"6358",0.16,"0.82",5,"121",2,0,0,0,"comercial","mediano"
"6359",0.81,"0.98",5,"243",6,0,0,0,"comercial","mediano"
"6360",0.69,"0.69",4,"195",2,0,0,0,"comercial","mediano"
"6361",NA,"0.51",5,"149",3,0,0,0,"comercial","mediano"
"6362",0.66,"0.62",5,"214",2,0,0,0,"comercial","mediano"
"6363",0.61,"0.53",4,"266",3,0,0,0,"contabilidade","mediano"
"6364",0.99,"0.77",5,"222",2,0,0,0,"contabilidade","mediano"
"6365",0.73,"0.54",3,"283",6,0,0,0,"contabilidade","mediano"
"6366",0.63,"0.72",2,"161",5,0,0,0,"RH","mediano"
"6367",0.6,"0.91",3,"157",4,0,0,0,"RH","mediano"
"6368",0.44,"0.44",3,"126",2,0,0,0,"RH","mediano"
"6369",0.64,"0.95",3,"131",6,0,0,0,"RH","mediano"
"6370",0.91,"0.81",4,"139",2,0,0,0,"area tecnica","alto"
"6371",0.55,"0.59",4,"230",3,0,0,0,"area tecnica","baixo"
"6372",0.7,"0.73",4,"240",2,1,0,0,"area tecnica","mediano"
"6373",0.37,"0.59",3,"134",NA,0,0,0,"area tecnica","mediano"
"6374",0.16,"0.56",6,"196",3,0,0,0,"area tecnica","mediano"
"6375",0.69,"0.97",5,"240",4,0,0,0,"area tecnica","mediano"
"6376",0.96,"0.47",2,"233",5,1,0,0,"area tecnica","baixo"
"6377",0.62,"0.91",5,"267",3,0,0,0,"area tecnica","baixo"
"6378",0.94,"0.45",2,"211",3,0,0,0,"area tecnica","baixo"
"6379",NA,"0.83",3,"260",3,0,0,0,"area tecnica","baixo"
"6380",0.89,"0.57",3,"113",3,0,0,0,"area tecnica","baixo"
"6381",0.6,"0.63",5,"267",3,0,0,0,"suporte","baixo"
"6382",0.89,"0.62",5,"196",3,0,0,0,"suporte","baixo"
"6383",0.6,"0.89",3,"232",2,0,0,0,"suporte","baixo"
"6384",0.93,"0.95",2,"156",3,1,0,0,"suporte","baixo"
"6385",0.38,"0.78",4,"159",5,0,0,0,"suporte","baixo"
"6386",0.62,"0.57",3,"223",3,1,0,0,"suporte","baixo"
"6387",0.86,"0.86",4,"197",3,1,0,0,"suporte","baixo"
"6388",0.61,"0.62",2,"192",2,1,0,0,"suporte","baixo"
"6389",0.77,"0.64",4,"192",3,0,0,0,"suporte","baixo"
"6390",0.85,"0.73",4,"174",3,0,0,0,"suporte","baixo"
"6391",0.94,"0.62",4,"191",3,0,0,0,"suporte","baixo"
"6392",0.59,"0.59",4,"270",2,0,0,0,"area tecnica","baixo"
"6393",0.9,"0.92",3,"139",3,0,0,0,"area tecnica","baixo"
"6394",0.86,"0.65",4,"243",2,0,0,0,"area tecnica","baixo"
"6395",0.72,"0.7",3,"238",2,0,0,0,"gerencia","baixo"
"6396",0.84,"0.52",5,"189",2,1,0,0,"TI","baixo"
"6397",0.64,"0.5",4,"189",3,0,0,0,"TI","mediano"
"6398",0.81,"0.75",4,"206",3,0,0,0,"TI","mediano"
"6399",0.66,"0.7",5,"254",2,0,0,0,"TI","mediano"
"6400",NA,"0.55",3,"253",6,0,0,0,"TI","mediano"
"6401",0.54,"0.67",3,"243",2,0,0,0,"produtos","mediano"
"6402",0.98,"0.76",3,"224",2,0,0,0,"produtos","mediano"
"6403",0.8,"0.85",4,"139",2,0,0,0,"produtos","mediano"
"6404",NA,"0.7",5,"270",3,0,0,0,"produtos","mediano"
"6405",0.54,"0.57",3,"257",2,0,0,0,"TI","mediano"
"6406",0.88,"0.84",4,"170",2,0,0,0,"P&D","mediano"
"6407",0.71,"0.62",3,"222",3,0,0,0,"P&D","mediano"
"6408",0.77,"0.58",2,"247",2,1,0,0,"P&D","mediano"
"6409",0.6,"0.6",4,"201",3,0,0,0,"P&D","alto"
"6410",0.53,"0.75",4,"263",5,0,0,0,"P&D","baixo"
"6411",0.85,"0.5",3,"168",2,1,0,0,"marketing","mediano"
"6412",0.59,"0.75",4,"190",NA,0,0,0,"comercial","mediano"
"6413",0.23,"0.77",4,"140",5,0,0,0,"contabilidade","mediano"
"6414",0.7,"0.6",3,"224",3,0,0,0,"suporte","mediano"
"6415",0.92,"0.49",5,"145",3,0,0,0,"area tecnica","baixo"
"6416",0.95,"0.37",4,"285",3,0,0,0,"gerencia","baixo"
"6417",0.39,"0.43",3,"154",3,0,0,0,"marketing","baixo"
"6418",0.85,"0.8",4,"200",2,0,0,0,"marketing","baixo"
"6419",0.98,"0.7",3,"255",2,1,0,0,"marketing","baixo"
"6420",0.15,"0.48",6,"204",6,1,0,0,"comercial","baixo"
"6421",0.68,"0.54",3,"270",4,1,0,0,"comercial","baixo"
"6422",0.24,"0.91",5,"177",5,0,0,0,"comercial","baixo"
"6423",0.77,"0.59",4,"140",3,0,0,0,"comercial","mediano"
"6424",0.36,"0.69",3,"165",3,0,0,0,"comercial","mediano"
"6425",0.5,"0.89",3," ",4,1,0,0,"comercial","mediano"
"6426",0.2,"0.98",4,"166",4,1,0,0,"comercial","mediano"
"6427",0.86,"0.56",5,"141",2,0,0,0,"comercial","mediano"
"6428",0.84,"0.63",4,"135",2,0,0,0,"comercial","mediano"
"6429",0.9,"0.98",5,"148",4,0,0,0,"comercial","mediano"
"6430",0.4,"0.51",3,"120",6,0,0,0,"comercial","mediano"
"6431",0.63,"0.62",3,"141",3,0,0,0,"comercial","mediano"
"6432",0.73,"0.95",3,"222",4,0,0,0,"comercial","mediano"
"6433",0.25,"0.67",2,"136",6,0,0,0,"comercial","mediano"
"6434",0.7,"0.57",3,"180",2,0,0,0,"comercial","mediano"
"6435",0.6,"0.97",3,"187",3,1,0,0,"comercial","mediano"
"6436",0.99,"0.66",3,"202",3,0,0,0,"comercial","mediano"
"6437",0.29,"0.86",3,"251",4,0,0,0,"comercial","mediano"
"6438",0.53,"0.63",4,"259",2,0,0,0,"comercial","mediano"
"6439",0.83,"0.76",3,"262",2,0,0,0,"contabilidade","mediano"
"6440",0.18,"0.92",5,"251",4,0,0,0,"contabilidade","mediano"
"6441",0.14,"0.74",4,"117",5,0,0,0,"contabilidade","mediano"
"6442",0.5,"0.66",4,"155",2,0,0,0,"RH","mediano"
"6443",0.36,"0.89",3,"197",6,0,0,0,"RH","mediano"
"6444",0.34,"0.56",3,"139",2,0,0,0,"RH","mediano"
"6445",0.51,"0.75",4,"175",2,0,0,0,"RH","mediano"
"6446",0.5,"0.52",5,"137",3,1,0,0,"area tecnica","mediano"
"6447",NA,"0.93",3,"228",4,0,0,0,"area tecnica","mediano"
"6448",0.52,"0.51",2,"232",4,0,0,0,"area tecnica","alto"
"6449",0.32,"0.5",2,"143",3,0,0,0,"area tecnica","alto"
"6450",0.88,"0.99",3,"190",5,0,0,0,"area tecnica","alto"
"6451",0.6,"0.87",3,"196",3,1,0,0,"area tecnica","alto"
"6452",0.72,"0.8",3,"213",3,0,0,0,"area tecnica","alto"
"6453",0.65,"0.9",3,"200",3,0,0,0,"area tecnica","alto"
"6454",0.82,"0.78",5,"166",2,0,0,0,"area tecnica","alto"
"6455",0.67,"0.92",5,"258",3,0,0,0,"area tecnica","alto"
"6456",0.44,"0.87",5,"104",4,0,0,0,"area tecnica","alto"
"6457",NA,"0.85",5,"173",2,0,0,0,"suporte","alto"
"6458",NA,"0.51",2,"176",3,0,0,0,"suporte","alto"
"6459",0.67,"0.76",5,"181",3,0,0,0,"suporte","alto"
"6460",0.16,"0.64",6,"143",5,1,0,0,"suporte","baixo"
"6461",0.81,"0.73",4,"186",3,0,0,0,"suporte","baixo"
"6462",0.77,"0.85",3,"136",3,0,0,0,"suporte","baixo"
"6463",0.84,"0.99",4,"219",2,0,0,0,"suporte","baixo"
"6464",0.56,"0.56",5," ",4,1,0,0,"suporte","baixo"
"6465",0.67,"0.97",5,"239",3,0,0,0,"suporte","baixo"
"6466",NA,"0.7",4,"182",2,0,0,0,"suporte","baixo"
"6467",0.39,"0.57",2,"132",3,0,0,0,"suporte","baixo"
"6468",0.77,"0.75",3,"272",3,0,0,0,"area tecnica","baixo"
"6469",0.41,"0.96",5,"167",3,1,0,0,"area tecnica","baixo"
"6470",0.59,"0.67",3,"180",2,0,0,0,"area tecnica","baixo"
"6471",NA,"0.72",6,"100",5,0,0,0,"gerencia","baixo"
"6472",0.6,"0.82",4,"134",2,0,0,0,"TI","baixo"
"6473",0.14,"0.98",6,"221",5,0,0,0,"TI","baixo"
"6474",0.88,"0.8",3,"166",2,0,0,0,"TI","baixo"
"6475",0.6,"0.91",4,"214",2,0,0,0,"TI","mediano"
"6476",1,"0.49",4,"227",3,1,0,0,"TI","mediano"
"6477",0.56,"0.98",4,"207",3,0,0,0,"produtos","mediano"
"6478",0.72,"0.54",3,"286",6,0,0,0,"produtos","mediano"
"6479",0.59,"0.83",3,"240",3,1,0,0,"produtos","mediano"
"6480",0.74,"0.75",4,"111",4,1,0,0,"produtos","mediano"
"6481",0.52,"0.69",4,"164",2,0,0,0,"TI","mediano"
"6482",0.77,"0.74",2,"187",6,0,0,0,"P&D","mediano"
"6483",0.48,"0.81",4,"248",2,0,0,0,"P&D","mediano"
"6484",0.99,"0.56",5,"210",2,0,0,0,"P&D","mediano"
"6485",0.23,"0.78",4,"163",6,0,0,0,"P&D","mediano"
"6486",0.63,"1",5,"241",4,0,0,0,"P&D","mediano"
"6487",0.51,"0.83",3,"136",3,0,0,0,"marketing","alto"
"6488",0.54,"0.55",4,"208",5,0,0,0,"comercial","alto"
"6489",0.53,"0.73",5,"174",3,0,0,0,"contabilidade","alto"
"6490",0.72,"0.84",4,"250",3,0,0,0,"suporte","alto"
"6491",0.57,"0.61",2,"189",2,1,0,0,"area tecnica","alto"
"6492",NA,"0.77",3,"204",3,0,0,0,"gerencia","alto"
"6493",0.64,"0.57",4,"217",3,0,0,0,"marketing","alto"
"6494",0.77,"0.57",5,"162",3,0,0,0,"marketing","alto"
"6495",NA,"0.55",3,"257",2,0,0,0,"marketing","baixo"
"6496",0.6,"0.71",3,"195",2,0,0,0,"comercial","baixo"
"6497",0.86,"0.87",5,"156",4,0,0,0,"comercial","baixo"
"6498",0.5,"0.55",2,"128",3,0,0,0,"comercial","baixo"
"6499",NA,"0.75",5,"233",3,1,0,0,"comercial","baixo"
"6500",0.85,"0.73",4,"260",4,0,0,0,"comercial","baixo"
"6501",0.4,"0.87",5,"250",4,0,0,0,"comercial","baixo"
"6502",0.38,"0.79",5,"176",3,0,0,0,"comercial","baixo"
"6503",0.96,"0.59",6,"133",5,0,0,0,"comercial","mediano"
"6504",0.59,"0.57",4,"197",NA,0,0,0,"comercial","mediano"
"6505",0.56,"0.5",3,"156",3,1,0,0,"comercial","mediano"
"6506",0.84,"0.96",3,"162",3,0,0,0,"comercial","mediano"
"6507",0.94,"0.99",3,"207",2,0,0,0,"comercial","mediano"
"6508",0.72,"0.63",3,"223",2,1,0,0,"comercial","mediano"
"6509",0.82,"0.7",3,"149",2,0,0,0,"comercial","mediano"
"6510",1,"0.95",3,"275",3,1,0,0,"comercial","mediano"
"6511",0.62,"0.77",3,"271",2,0,0,0,"comercial","mediano"
"6512",0.76,"0.89",3," ",2,1,0,0,"comercial","mediano"
"6513",0.23,"0.74",5,"219",4,0,0,0,"comercial","mediano"
"6514",0.7,"0.99",5,"135",4,0,0,0,"comercial","mediano"
"6515",0.71,"0.88",3,"158",3,0,0,0,"contabilidade","mediano"
"6516",0.32,"0.37",3,"167",3,0,0,0,"contabilidade","mediano"
"6517",0.69,"0.67",4,"274",4,0,0,0,"contabilidade","mediano"
"6518",0.66,"0.59",3,"145",3,0,0,0,"RH","mediano"
"6519",0.7,"0.67",6,"233",6,0,0,0,"RH","mediano"
"6520",0.91,"0.76",3,"159",3,0,0,0,"RH","mediano"
"6521",0.2,"0.7",4,"221",NA,0,0,0,"RH","mediano"
"6522",0.72,"0.83",3,"132",2,0,0,0,"area tecnica","mediano"
"6523",0.74,"0.93",5,"140",3,0,0,0,"area tecnica","mediano"
"6524",0.53,"0.79",3,"206",3,0,0,0,"area tecnica","mediano"
"6525",0.99,"0.92",4,"229",NA,0,0,0,"area tecnica","mediano"
"6526",0.75,"0.85",4,"272",NA,0,0,0,"area tecnica","alto"
"6527",0.86,"0.78",4,"164",2,0,0,0,"area tecnica","baixo"
"6528",0.93,"0.86",4,"145",3,0,0,0,"area tecnica","mediano"
"6529",0.81,"0.95",3,"212",NA,0,0,0,"area tecnica","mediano"
"6530",0.49,"0.67",3,"254",2,1,0,0,"area tecnica","mediano"
"6531",0.97,"0.72",5,"260",4,0,0,0,"area tecnica","mediano"
"6532",0.62,"0.89",3,"201",3,0,0,0,"area tecnica","mediano"
"6533",0.75,"0.79",4,"176",4,1,0,0,"suporte","mediano"
"6534",0.87,"0.58",3,"140",3,1,0,0,"suporte","mediano"
"6535",0.93,"0.65",5,"201",NA,0,0,0,"suporte","mediano"
"6536",0.74,"0.68",3,"206",2,1,0,0,"suporte","mediano"
"6537",0.68,"0.57",3,"197",3,1,0,0,"suporte","mediano"
"6538",0.49,"0.63",3,"245",4,0,0,0,"suporte","baixo"
"6539",0.75,"0.84",3,"145",3,1,0,0,"suporte","baixo"
"6540",0.95,"0.58",4,"131",5,0,0,0,"suporte","baixo"
"6541",0.95,"0.75",5,"235",3,1,0,0,"suporte","baixo"
"6542",0.67,"0.65",5,"242",3,0,0,0,"suporte","baixo"
"6543",0.71,"0.6",2,"251",3,0,0,0,"suporte","baixo"
"6544",0.81,"0.73",4," ",2,0,0,0,"area tecnica","baixo"
"6545",0.79,"0.36",3,"114",3,0,0,0,"area tecnica","alto"
"6546",0.57,"0.52",3,"143",2,0,0,0,"area tecnica","baixo"
"6547",0.85,"0.65",3,"187",2,0,0,0,"gerencia","alto"
"6548",0.15,"0.78",5,"255",3,0,0,0,"TI","alto"
"6549",0.48,"0.87",3,"267",2,0,0,0,"TI","baixo"
"6550",NA,"0.91",4,"247",3,0,0,0,"TI","baixo"
"6551",0.73,"0.67",4,"153",3,0,0,0,"TI","alto"
"6552",0.68,"0.71",3,"237",3,0,0,0,"TI","baixo"
"6553",0.88,"0.55",5,"182",3,0,0,0,"produtos","mediano"
"6554",0.8,"0.55",4,"144",5,1,0,0,"produtos","alto"
"6555",0.66,"0.9",3,"176",2,1,0,0,"produtos","mediano"
"6556",NA,"0.8",5,"203",6,0,0,0,"produtos","mediano"
"6557",0.3,"0.53",3,"148",NA,0,0,0,"TI","mediano"
"6558",0.8,"0.8",3,"175",2,0,0,0,"P&D","mediano"
"6559",0.66,"0.84",3,"211",4,0,0,0,"P&D","alto"
"6560",0.22,"0.67",6,"175",5,0,0,0,"P&D","mediano"
"6561",NA,"0.59",4,"206",3,0,0,0,"P&D","mediano"
"6562",0.83,"0.73",4,"262",2,0,0,0,"P&D","mediano"
"6563",0.57,"0.5",4,"177",2,0,0,0,"marketing","alto"
"6564",0.78,"0.54",3,"134",3,0,0,0,"comercial","mediano"
"6565",0.88,"0.89",2,"201",3,0,0,0,"contabilidade","alto"
"6566",0.48,"0.69",3,"105",3,0,0,0,"suporte","baixo"
"6567",0.91,"0.82",4,"259",3,0,0,0,"area tecnica","mediano"
"6568",0.3,"0.97",3,"171",4,1,0,0,"gerencia","mediano"
"6569",0.63,"0.98",4,"228",NA,0,0,0,"marketing","mediano"
"6570",0.62,"0.36",2,"137",4,1,0,0,"marketing","mediano"
"6571",0.74,"0.72",5,"196",3,0,0,0,"marketing","baixo"
"6572",0.5,"0.53",3,"207",4,0,0,0,"comercial","baixo"
"6573",0.36,"0.74",6,"280",3,0,0,0,"comercial","baixo"
"6574",0.57,"0.65",4,"162",3,1,0,0,"comercial","baixo"
"6575",0.73,"0.55",4,"267",3,0,0,0,"comercial","baixo"
"6576",0.77,"0.67",5,"207",2,0,0,0,"comercial","baixo"
"6577",0.86,"0.5",4," ",NA,0,0,0,"comercial","baixo"
"6578",0.24,"0.55",6,"231",4,0,0,0,"comercial","baixo"
"6579",0.83,"0.62",4,"242",3,0,0,0,"comercial","baixo"
"6580",0.72,"0.63",4,"207",3,0,0,0,"comercial","baixo"
"6581",0.52,"0.82",4,"206",2,1,0,0,"comercial","alto"
"6582",0.99,"0.54",4,"236",4,0,0,0,"comercial","baixo"
"6583",0.15,"0.68",5,"246",2,0,0,0,"comercial","baixo"
"6584",0.79,"0.94",3,"204",2,1,0,0,"comercial","baixo"
"6585",0.19,"0.91",3,"268",4,0,0,0,"comercial","baixo"
"6586",0.59,"0.62",3,"212",2,1,0,0,"comercial","alto"
"6587",0.15,"0.74",6,"178",3,0,0,0,"comercial","baixo"
"6588",0.75,"0.72",5,"260",3,0,0,0,"comercial","baixo"
"6589",0.47,"0.71",2,"241",4,0,0,0,"comercial","baixo"
"6590",0.64,"0.64",3,"234",3,1,0,0,"comercial","alto"
"6591",0.66,"0.76",3,"207",2,0,0,0,"contabilidade","baixo"
"6592",0.8,"0.91",5,"242",3,1,0,0,"contabilidade","mediano"
"6593",0.82,"0.52",5,"225",2,0,0,0,"contabilidade","alto"
"6594",0.8,"0.98",3,"161",3,0,0,0,"RH","mediano"
"6595",0.98,"0.98",4,"259",NA,0,0,0,"RH","alto"
"6596",0.95,"0.96",3,"250",3,0,0,0,"RH","mediano"
"6597",0.88,"0.61",3,"236",3,0,0,0,"RH","mediano"
